Sex,Age,Occupation,Education,Elderly,Disabled,Chronic_Patient,Self_Reliance,Province_ID,Amphur_ID,District_Type,Main,Accommodation_Own,Accommodation_Rent,Accommodation_Public,Accommodation_Other,Accommodation_Other_Name,Accommodation_Doc_Type,Occupation_Own,Occupation_Rent,Occupation_Public,Occupation_Other,Occupation_Other_Name,Occupation_Doc_Type,Happiness,Owner_Income,Label
ญ,77,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,38,3803,6,400000,0,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),17,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),9,80000,1
ช,46,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,27,2703,6,80000,1,0,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),15,0,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),9,80000,1
ช,66,ไม่มีอาชีพ,ไม่เคยศึกษา,0,0,0,0,55,5506,6,80000,0,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),10,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),6,80000,1
ช,45,รับจ้างทั่วไป,ม.ต้น (มศ.1-3 หรือ ม.1-3),0,0,0,0,67,6703,6,160000,3,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,80000,1
ญ,29,รับจ้างทั่วไป,ม.ปลาย (มศ.4-5 หรือ ม.4-6 หรือ ปวช.),0,0,0,0,90,9003,6,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",10,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",9,80000,1
ช,56,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,27,2703,6,80000,1,0,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),9,0,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),9,80000,1
ญ,56,ค้าขาย,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,57,5710,6,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,9,80000,1
ญ,52,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,50,5013,5,240000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,80000,1
ญ,42,รับจ้างทั่วไป,อนุปริญญา หรือเทียบเท่า หรือ ปวส.,0,0,0,0,18,1801,4,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,7,80000,1
ช,55,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,40,4023,5,240000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",8,80000,1
ญ,59,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,40,4023,5,320000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",15,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",8,80000,1
ช,54,ค้าขาย,ป.ตรี หรือเทียบเท่า,0,0,0,0,34,3407,6,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,9,80000,1
ช,26,เกษตร-ทำนา,ม.ต้น (มศ.1-3 หรือ ม.1-3),0,0,0,0,34,3407,6,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",3,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",9,80000,1
ช,59,ค้าขาย,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,53,5301,5,160000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,7,80000,1
ช,74,ไม่มีอาชีพ,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,24,2404,5,240000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,7,80000,1
ญ,32,เกษตร-ทำสวน,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,93,9302,6,80000,1,0,0,0,0,"หนังสือรับรองการทำประโยชน์ (น.ส.3, น.ส.3 ก หรือ น.ส.3 ข)",3,0,0,0,0,"หนังสือรับรองการทำประโยชน์ (น.ส.3, น.ส.3 ก หรือ น.ส.3 ข)",8,80000,1
ญ,41,เกษตร-ทำนา,ม.ปลาย (มศ.4-5 หรือ ม.4-6 หรือ ปวช.),0,0,0,0,53,5301,5,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,9,80000,1
ช,63,ค้าขาย,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,67,6708,6,400000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,80000,1
ช,73,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,76,7602,6,80000,2,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",5,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",9,80000,1
ช,60,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,14,1401,6,240000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,9,80000,1
ช,62,เกษตร-ทำไร่,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,55,5504,6,80000,1,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",27,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),6,80000,1
ญ,56,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,34,3407,6,400000,2,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",28,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",10,80000,1
ญ,29,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,93,9302,6,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,7,80000,1
ญ,50,รับจ้างทั่วไป,ไม่เคยศึกษา,0,0,0,0,62,6203,5,80000,0,0,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),0,0,0,0,0,0,9,80000,1
ญ,57,ค้าขาย,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,18,1804,5,160000,1,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,80000,1
ญ,47,เกษตร-ทำสวน,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,93,9305,5,160000,0,0,0,0,0,0,0,0,0,0,0,0,8,80000,1
ช,61,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,34,3415,6,80000,1,0,0,0,0,"หนังสือรับรองการทำประโยชน์ (น.ส.3, น.ส.3 ก หรือ น.ส.3 ข)",11,0,0,0,0,"หนังสือรับรองการทำประโยชน์ (น.ส.3, น.ส.3 ก หรือ น.ส.3 ข)",9,80000,1
ช,31,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,53,5308,5,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,80000,1
ญ,64,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,66,6601,6,160000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,80000,1
ญ,41,รับจ้างทั่วไป,ม.ต้น (มศ.1-3 หรือ ม.1-3),0,0,0,0,66,6601,6,80000,0,0,0,0,0,0,0,20,0,0,0,0,8,80000,1
ช,49,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,66,6601,6,80000,0,0,0,0,ของแม่,0,0,20,0,0,0,0,7,80000,1
ญ,38,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,37,3705,6,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",25,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",8,80000,1
ช,50,ไม่มีอาชีพ,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,67,6708,6,80000,0,0,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),0,0,0,0,0,0,4,80000,1
ช,29,เกษตร-ทำนา,ม.ต้น (มศ.1-3 หรือ ม.1-3),0,0,0,0,66,6603,5,80000,1,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),30,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",8,80000,1
ญ,36,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,31,3108,6,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",4,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",8,80000,1
ช,62,เกษตร-ปศุสัตว์,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,67,6708,6,80000,1,0,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),0,0,0,0,0,0,8,80000,1
ญ,23,รับจ้างทั่วไป,ม.ปลาย (มศ.4-5 หรือ ม.4-6 หรือ ปวช.),0,0,0,0,60,6006,6,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,9,80000,1
ญ,55,เกษตร-ทำสวน,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,25,2503,6,80000,6,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,80000,1
ช,61,เกษตร-ทำสวน,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,54,5408,5,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,80000,1
ญ,32,รับจ้างทั่วไป,ไม่เคยศึกษา,0,0,0,0,63,6305,6,80000,0,0,0,1,ป่าสงวน,0,0,0,0,5,อุทยาน,0,9,80000,1
ญ,73,ไม่มีอาชีพ,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,14,1403,6,240000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,80000,1
ญ,54,เกษตร-ทำสวน,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,84,8412,6,160000,2,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",5,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",7,80000,1
ญ,80,ไม่มีอาชีพ,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,34,3415,5,320000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,7,80000,1
ช,68,เกษตร-ทำสวน,ม.ปลาย (มศ.4-5 หรือ ม.4-6 หรือ ปวช.),0,0,0,0,41,4101,6,240000,2,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,80000,1
ญ,67,เกษตร-ทำไร่,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,41,4118,6,160000,0,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),10,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),9,80000,1
ญ,50,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,37,3703,5,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",20,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",9,80000,1
ญ,53,ค้าขาย,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,34,3429,5,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,80000,1
ญ,72,ไม่มีอาชีพ,"ต่ำกว่าชั้นประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,94,9407,6,80000,0,0,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),0,0,0,0,0,0,8,80000,1
ช,50,เกษตร-ทำนา,ม.ต้น (มศ.1-3 หรือ ม.1-3),0,0,0,0,44,4404,5,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",12,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",9,80000,1
ญ,70,ไม่มีอาชีพ,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,76,7602,6,80000,1,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,9,80000,1
ช,43,เกษตร-ทำไร่,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,67,6702,6,80000,0,0,0,0,ที่พ่อ,0,0,11,0,0,0,0,6,80000,1
ช,53,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,51,5101,5,80000,0,0,0,0,0,0,0,0,0,0,0,0,9,80000,1
ญ,27,เกษตร-ทำสวน,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,95,9506,6,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",7,80000,1
ญ,52,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,75,7501,6,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,7,80000,1
ญ,45,อาชีพอื่นๆ,ม.ปลาย (มศ.4-5 หรือ ม.4-6 หรือ ปวช.),0,0,0,0,93,9305,5,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",7,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",8,80000,1
ช,67,ไม่มีอาชีพ,ไม่เคยศึกษา,0,0,0,0,57,5707,6,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,10,80000,1
ช,70,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,30,3017,6,80000,17,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,9,80000,1
ญ,35,อาชีพอื่นๆ,อนุปริญญา หรือเทียบเท่า หรือ ปวส.,0,0,0,0,30,3002,6,80000,0,0,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),9,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),7,80000,1
ญ,44,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,61,6101,6,80000,0,0,0,1,มารดา,0,0,8,0,0,0,0,8,80000,1
ญ,44,เกษตร-ทำสวน,ม.ปลาย (มศ.4-5 หรือ ม.4-6 หรือ ปวช.),0,0,0,0,93,9305,6,80000,2,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,10,รับจ้าง,0,7,80000,1
ช,27,เกษตร-ทำไร่,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,63,6305,6,80000,0,0,0,0,0,0,0,0,6,0,0,0,7,80000,1
ญ,45,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,90,9010,6,80000,0,0,0,0,ที่พักคนงาน,0,0,0,0,0,0,0,10,80000,1
ญ,49,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,80,8016,5,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,10,80000,1
ช,71,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,34,3402,6,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",12,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",9,80000,1
ญ,78,ไม่มีอาชีพ,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,93,9303,6,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,7,80000,1
ช,27,รับจ้างทั่วไป,ม.ปลาย (มศ.4-5 หรือ ม.4-6 หรือ ปวช.),0,0,0,0,67,6704,6,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",3,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",8,80000,1
ช,67,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,44,4404,5,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",5,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",9,80000,1
ญ,56,ค้าขาย,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,50,5021,5,160000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",1,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",9,80000,1
ช,59,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,50,5013,5,160000,0,0,0,0,อาศัย,0,0,0,0,0,0,0,6,80000,1
ช,78,เกษตร-ทำไร่,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,67,6705,6,160000,0,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),14,18,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),10,80000,1
ช,58,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,90,9002,6,160000,0,0,0,0,0,0,0,0,0,0,0,0,9,80000,1
ญ,34,เกษตร-ทำนา,ม.ต้น (มศ.1-3 หรือ ม.1-3),0,0,0,0,34,3410,6,80000,0,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),0,0,0,0,0,0,9,80000,1
ญ,42,อาชีพอื่นๆ,ม.ต้น (มศ.1-3 หรือ ม.1-3),0,0,0,0,15,1501,5,240000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,8,80000,1
ช,28,รับจ้างทั่วไป,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,96,9608,6,160000,0,0,0,0,0,แบบยื่นภาษีบำรุงท้องที่ (ภ.บ.ท.5),0,0,0,0,0,0,8,80000,1
ช,82,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,30,3013,6,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",30,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",8,80000,1
ญ,56,ค้าขาย,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,42,4203,5,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,9,80000,1
ช,41,เกษตร-ทำนา,ป.ตรี หรือเทียบเท่า,0,0,0,0,31,3101,4,80000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,7,80000,1
ช,42,ค้าขาย,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,91,9105,6,80000,0,0,0,0,บิดา,0,0,0,0,0,0,0,8,80000,1
ญ,34,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,34,3407,6,160000,1,0,0,0,0,สิทธิในการทำเกษตรกรรม (ส.ป.ก.4-01),0,0,0,0,0,0,10,80000,1
ช,64,เกษตร-ทำสวน,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,96,9606,6,400000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",0,0,0,0,0,0,9,80000,1
ญ,50,เกษตร-ทำนา,"ประถมฯ (ป.4, ป.7, ป.6)",0,0,0,0,34,3402,6,240000,0,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",11,0,0,0,0,"โฉนดที่ดิน (น.ส.4, น.ส.4 ก, น.ส.4 ข, น.ส.4 ค, น.ส.4 ง หรือ น.ส.4 จ)",9,80000,1
